latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
28.93653,-97.8828,297.7,0.63,0.54,2019-10-18,0736,N,nominal,1.0NRT,285.1,0.8,N
28.70098,-96.54077,297.1,0.52,0.5,2019-10-18,0736,N,nominal,1.0NRT,285.9,1.3,N
28.76217,-98.27677,296.9,0.33,0.55,2019-10-18,0736,N,nominal,1.0NRT,285.9,0.5,N
28.76034,-98.27583,303,0.33,0.55,2019-10-18,0736,N,nominal,1.0NRT,286.2,0.4,N
28.72263,-98.25908,297.2,0.33,0.55,2019-10-18,0736,N,nominal,1.0NRT,285.9,0.2,N
28.7328,-99.09679,298.2,0.37,0.58,2019-10-18,0736,N,nominal,1.0NRT,285.7,0.3,N
28.54685,-98.99631,301.8,0.36,0.58,2019-10-18,0736,N,nominal,1.0NRT,286.3,0.6,N
28.54655,-98.99255,303.5,0.36,0.58,2019-10-18,0736,N,nominal,1.0NRT,286.3,0.6,N
28.45948,-98.44266,299.5,0.33,0.56,2019-10-18,0736,N,nominal,1.0NRT,286,0.4,N
28.45778,-98.44269,300,0.33,0.56,2019-10-18,0736,N,nominal,1.0NRT,286.2,0.4,N
28.40596,-99.03001,302.9,0.36,0.58,2019-10-18,0736,N,nominal,1.0NRT,286.3,0.7,N
28.24009,-99.12605,304,0.37,0.58,2019-10-18,0736,N,nominal,1.0NRT,286.7,0.4,N
28.23472,-99.12665,299.8,0.37,0.58,2019-10-18,0736,N,nominal,1.0NRT,286.5,0.4,N
27.88979,-97.27183,299.8,0.56,0.51,2019-10-18,0736,N,nominal,1.0NRT,287.2,0.8,N
27.88502,-97.27246,317.1,0.56,0.51,2019-10-18,0736,N,nominal,1.0NRT,287.7,2.9,N
27.47447,-98.05243,299.7,0.62,0.54,2019-10-18,0736,N,nominal,1.0NRT,286.9,1.1,N
27.4746,-98.05177,302,0.62,0.54,2019-10-18,0736,N,nominal,1.0NRT,286.4,0.4,N
26.89005,-101.45945,310.1,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,289,1.7,N
26.88971,-101.45433,299.8,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.7,1.4,N
26.88938,-101.44923,316.2,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.8,1.4,N
26.88394,-101.45982,309.6,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.4,2.2,N
26.88361,-101.45473,307.2,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.6,2,N
26.88327,-101.44966,318.5,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.7,2,N
26.88125,-101.41873,307.7,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.9,1.6,N
26.88091,-101.41367,306.6,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,290,2.1,N
26.87514,-101.41898,298.7,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.3,1.6,N
26.89031,-101.45911,302.1,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.8,2.4,N
26.88957,-101.44892,315.2,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,289,2.2,N
26.88347,-101.44933,321.6,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.1,2.2,N
26.8842,-101.45947,315.5,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.9,2.4,N
26.88384,-101.45438,309.4,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.7,2.4,N
26.88125,-101.41846,306.5,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,288.9,1.5,N
26.88088,-101.4134,308,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,289.9,1.5,N
26.85505,-101.39423,304,0.49,0.65,2019-10-18,0736,N,nominal,1.0NRT,287.4,0.9,N
26.01641,-98.48595,301.9,0.63,0.54,2019-10-18,0736,N,nominal,1.0NRT,289.2,1,N
26.01754,-98.48531,301.4,0.63,0.54,2019-10-18,0736,N,nominal,1.0NRT,289.4,0.8,N
25.7409,-100.23757,303,0.4,0.6,2019-10-18,0736,N,nominal,1.0NRT,290,1,N
25.74343,-100.23875,302.9,0.4,0.6,2019-10-18,0736,N,nominal,1.0NRT,290.1,0.8,N
25.72018,-100.29883,326,0.41,0.6,2019-10-18,0736,N,nominal,1.0NRT,291.6,2.5,N
25.72052,-100.30294,304.2,0.41,0.6,2019-10-18,0736,N,nominal,1.0NRT,290.4,2.7,N
25.69735,-100.29697,306.2,0.41,0.6,2019-10-18,0736,N,nominal,1.0NRT,290.6,1.4,N
25.69501,-100.26834,301.2,0.41,0.6,2019-10-18,0736,N,nominal,1.0NRT,289.7,0.7,N
25.58395,-99.9369,325.6,0.39,0.59,2019-10-18,0736,N,nominal,1.0NRT,289.8,3.2,N
25.57846,-99.93751,301.8,0.39,0.59,2019-10-18,0736,N,nominal,1.0NRT,288.4,0.8,N
25.61386,-100.86597,298.3,0.44,0.62,2019-10-18,0736,N,nominal,1.0NRT,286,0.9,N
23.01132,-82.74501,307.7,0.52,0.5,2019-10-18,0736,N,nominal,1.0NRT,291.2,1.5,N
23.0112,-82.74269,309.4,0.52,0.5,2019-10-18,0736,N,nominal,1.0NRT,291.1,1,N
22.15451,-80.31569,300,0.38,0.59,2019-10-18,0736,N,nominal,1.0NRT,283.1,0.5,N
32.97337,-102.74147,297.8,0.33,0.55,2019-10-18,0918,N,nominal,1.0NRT,285.3,0.5,N
32.49289,-101.34882,297.2,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.1,0.7,N
32.46206,-101.70886,312.9,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,285.6,0.9,N
32.40387,-101.54691,314.8,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.3,1,N
32.48705,-102.13911,299.4,0.37,0.58,2019-10-18,0918,N,nominal,1.0NRT,285.3,0.3,N
32.27557,-101.40633,296.3,0.41,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.1,0.2,N
32.46089,-102.21481,326.2,0.36,0.58,2019-10-18,0918,N,nominal,1.0NRT,285.9,1.4,N
32.34531,-101.75149,334.9,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.5,1.9,N
32.42494,-102.11516,306.7,0.37,0.58,2019-10-18,0918,N,nominal,1.0NRT,286.8,0.9,N
32.34536,-102.03628,297.1,0.37,0.58,2019-10-18,0918,N,nominal,1.0NRT,285.3,0.2,N
32.26723,-101.81348,296.4,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,285.8,0.2,N
32.18114,-101.47137,299.5,0.41,0.6,2019-10-18,0918,N,nominal,1.0NRT,286,0.4,N
32.25872,-101.82543,300.1,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.2,0.6,N
32.18713,-101.56434,298.1,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,284.9,0.4,N
32.24776,-101.87316,296.5,0.38,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.3,0.5,N
32.14127,-101.4533,303.8,0.41,0.6,2019-10-18,0918,N,nominal,1.0NRT,286.3,0.8,N
32.15726,-101.92854,297.3,0.38,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.1,0.4,N
32.15199,-101.93036,367,0.38,0.59,2019-10-18,0918,N,high,1.0NRT,290,4.7,N
32.15099,-101.92638,299.4,0.38,0.59,2019-10-18,0918,N,nominal,1.0NRT,285.1,4.7,N
32.63756,-104.4798,298.2,0.54,0.51,2019-10-18,0918,N,nominal,1.0NRT,284.3,0.6,N
32.54899,-104.11752,303.2,0.57,0.52,2019-10-18,0918,N,nominal,1.0NRT,284.5,0.7,N
32.611,-104.47034,301.6,0.54,0.51,2019-10-18,0918,N,nominal,1.0NRT,284.8,0.7,N
32.60867,-104.4717,297.6,0.54,0.51,2019-10-18,0918,N,nominal,1.0NRT,284.1,1,N
31.58946,-100.5809,295.2,0.47,0.64,2019-10-18,0918,N,nominal,1.0NRT,283.1,0.6,N
31.86071,-101.88126,321,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.4,1.5,N
31.86176,-101.88537,301.6,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,286.4,1.7,N
32.01748,-102.52398,322,0.36,0.57,2019-10-18,0918,N,nominal,1.0NRT,285.7,1.4,N
31.85996,-101.88405,324.8,0.39,0.59,2019-10-18,0918,N,nominal,1.0NRT,287.3,1.9,N
32.01704,-102.52306,316.3,0.36,0.57,2019-10-18,0918,N,nominal,1.0NRT,285.7,1.4,N
31.79107,-101.74799,308.1,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,286.3,1.3,N
32.20678,-103.6025,315.6,0.61,0.54,2019-10-18,0918,N,nominal,1.0NRT,284.7,1.6,N
32.33246,-104.20107,300.1,0.57,0.52,2019-10-18,0918,N,nominal,1.0NRT,284.7,0.7,N
31.85535,-102.23174,296.6,0.37,0.58,2019-10-18,0918,N,nominal,1.0NRT,285.8,0.3,N
31.73953,-101.79756,324,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,287.8,2.3,N
31.73848,-101.79346,335.7,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,286.8,2.3,N
31.73314,-101.79539,302.4,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.3,2.3,N
31.73915,-101.79515,356.1,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,289,4.7,N
31.73381,-101.7971,313.8,0.4,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.7,1.2,N
31.79996,-102.087,300.3,0.38,0.59,2019-10-18,0918,N,nominal,1.0NRT,286,0.4,N
32.08243,-103.30019,308.5,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285,0.6,N
32.25319,-104.05318,305.6,0.58,0.52,2019-10-18,0918,N,nominal,1.0NRT,285,0.9,N
31.72996,-101.87473,296.5,0.39,0.6,2019-10-18,0918,N,nominal,1.0NRT,285.8,0.3,N
32.02287,-103.25058,300.8,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285.4,0.3,N
32.02363,-103.27586,310.2,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285,0.7,N
32.01871,-103.27744,304.8,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,284.8,0.6,N
32.06218,-103.57407,298.5,0.62,0.54,2019-10-18,0918,N,nominal,1.0NRT,284.9,0.7,N
31.67903,-102.1162,300.2,0.38,0.59,2019-10-18,0918,N,nominal,1.0NRT,285.7,0.3,N
31.74582,-102.54627,299.3,0.36,0.57,2019-10-18,0918,N,nominal,1.0NRT,286.5,0.7,N
32.07269,-104.10063,313.3,0.58,0.52,2019-10-18,0918,N,nominal,1.0NRT,286,1.9,N
32.07367,-104.10017,305.4,0.58,0.52,2019-10-18,0918,N,nominal,1.0NRT,285.7,1,N
33.41724,-110.86389,328.3,0.4,0.37,2019-10-18,0918,N,nominal,1.0NRT,291.9,1.8,N
33.41388,-110.86471,301.6,0.4,0.37,2019-10-18,0918,N,nominal,1.0NRT,287.4,1.8,N
31.91059,-103.68452,296.2,0.62,0.54,2019-10-18,0918,N,nominal,1.0NRT,285.8,0.6,N
31.80355,-103.23547,308.6,0.33,0.55,2019-10-18,0918,N,nominal,1.0NRT,286.2,0.7,N
31.36274,-101.78013,297.9,0.41,0.6,2019-10-18,0918,N,nominal,1.0NRT,286,0.9,N
31.36168,-101.77592,303.4,0.41,0.6,2019-10-18,0918,N,nominal,1.0NRT,286,1.1,N
31.88128,-103.96471,297.6,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,285,0.7,N
31.86197,-103.90392,315.9,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,285.8,2.1,N
31.20388,-101.25087,320.6,0.44,0.62,2019-10-18,0918,N,nominal,1.0NRT,283.7,1,N
31.8572,-103.90548,305.1,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,285.8,1.6,N
31.84095,-103.83616,306.1,0.61,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.1,1.4,N
31.19832,-101.25288,297.2,0.44,0.62,2019-10-18,0918,N,nominal,1.0NRT,283,1,N
31.20153,-101.33567,298.1,0.44,0.62,2019-10-18,0918,N,nominal,1.0NRT,284.8,0.5,N
31.86561,-104.13682,303.3,0.58,0.52,2019-10-18,0918,N,nominal,1.0NRT,285.3,1.3,N
31.86715,-104.13665,304.9,0.58,0.52,2019-10-18,0918,N,nominal,1.0NRT,285.5,0.9,N
31.49943,-102.63908,298.6,0.36,0.57,2019-10-18,0918,N,nominal,1.0NRT,285.6,0.4,N
31.80342,-104.12357,308.8,0.59,0.53,2019-10-18,0918,N,nominal,1.0NRT,285.3,1.1,N
31.65992,-103.87078,306.3,0.61,0.53,2019-10-18,0918,N,nominal,1.0NRT,285.5,1.2,N
31.71537,-104.15425,312,0.59,0.53,2019-10-18,0918,N,nominal,1.0NRT,287.9,1.8,N
31.01879,-101.31736,304,0.44,0.62,2019-10-18,0918,N,nominal,1.0NRT,283.4,0.8,N
31.65547,-104.02793,321.4,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.1,2.2,N
31.40497,-103.02308,300.5,0.35,0.56,2019-10-18,0918,N,nominal,1.0NRT,286.7,0.6,N
31.62731,-104.01705,328,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.5,3.7,N
31.63433,-104.06857,327.2,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.6,2.6,N
31.62256,-104.01864,317.8,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.2,2.8,N
31.62959,-104.07014,302.1,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,285,2.6,N
31.60684,-104.01723,302.7,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.3,1.1,N
31.62529,-104.01778,339.7,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,287.3,7.1,N
31.632,-104.06946,331.3,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.4,4.7,N
31.60486,-104.01796,313,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,286.5,2,N
31.58641,-104.07098,316,0.6,0.53,2019-10-18,0918,N,nominal,1.0NRT,287.8,2.4,N
31.46007,-103.59795,303.6,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285.4,0.4,N
31.20742,-102.95883,313.5,0.35,0.57,2019-10-18,0918,N,nominal,1.0NRT,286.4,0.8,N
31.20528,-103.13074,326.9,0.34,0.56,2019-10-18,0918,N,nominal,1.0NRT,286.9,1.3,N
31.96538,-106.5836,310.4,0.43,0.46,2019-10-18,0918,N,nominal,1.0NRT,288.8,1.4,N
31.96534,-106.58575,308.5,0.43,0.46,2019-10-18,0918,N,nominal,1.0NRT,288.5,1.8,N
31.28202,-103.6198,297,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285.2,0.4,N
31.21257,-103.63908,298.5,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,285.6,0.5,N
31.18562,-103.63708,307.1,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,286.2,1,N
31.18606,-103.63673,307.5,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,286.1,0.8,N
30.96581,-102.80265,298,0.36,0.58,2019-10-18,0918,N,nominal,1.0NRT,286,0.5,N
29.68404,-98.18108,296,0.71,0.75,2019-10-18,0918,N,nominal,1.0NRT,283.9,0.9,N
29.67727,-98.1833,297,0.71,0.75,2019-10-18,0918,N,nominal,1.0NRT,284.1,1.5,N
31.10605,-103.63431,302,0.32,0.55,2019-10-18,0918,N,nominal,1.0NRT,286.7,1,N
29.67877,-98.18436,296,0.71,0.75,2019-10-18,0918,N,nominal,1.0NRT,283.7,1.8,N
31.01623,-103.58496,305.6,0.33,0.55,2019-10-18,0918,N,nominal,1.0NRT,287.9,0.6,N
31.41388,-106.45043,298.9,0.44,0.46,2019-10-18,0918,N,nominal,1.0NRT,288,0.9,N
29.01005,-97.84492,296.5,0.77,0.77,2019-10-18,0918,N,nominal,1.0NRT,283.3,0.7,N
28.93637,-97.8811,298.2,0.77,0.77,2019-10-18,0918,N,nominal,1.0NRT,284.2,1.1,N
28.9335,-97.87959,295.7,0.77,0.77,2019-10-18,0918,N,nominal,1.0NRT,284,0.8,N
29.08071,-98.63936,302.9,0.69,0.74,2019-10-18,0918,N,nominal,1.0NRT,283.7,1.9,N
28.5982,-99.36417,301.5,0.65,0.73,2019-10-18,0918,N,nominal,1.0NRT,286.2,0.9,N
28.40888,-99.02737,302.3,0.68,0.74,2019-10-18,0918,N,nominal,1.0NRT,285.5,0.8,N
30.49782,-109.63074,318.2,0.48,0.4,2019-10-18,0918,N,nominal,1.0NRT,289,2.4,N
30.49421,-109.63167,299.3,0.48,0.4,2019-10-18,0918,N,nominal,1.0NRT,282.1,1,N
28.68522,-106.09029,305.9,0.53,0.5,2019-10-18,0918,N,nominal,1.0NRT,288,2.2,N
29.04798,-110.71294,304.6,0.45,0.39,2019-10-18,0918,N,nominal,1.0NRT,293.1,0.5,N
26.88925,-101.44833,322.3,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,287.9,2.6,N
26.88093,-101.41651,305,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.7,2.4,N
26.87952,-101.41113,305.8,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.6,1.7,N
26.88223,-101.41132,305.5,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.8,1.2,N
26.88571,-101.45087,325.3,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.4,4.5,N
26.88845,-101.46162,301.2,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,287.8,2.2,N
26.88708,-101.45626,311,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.5,2.2,N
26.87758,-101.41899,300,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.1,1.2,N
26.87623,-101.4137,303.8,0.54,0.68,2019-10-18,0918,N,nominal,1.0NRT,288.4,1.2,N
26.85128,-101.39366,297.6,0.55,0.68,2019-10-18,0918,N,nominal,1.0NRT,286.9,0.4,N
25.72134,-100.30377,310,0.67,0.74,2019-10-18,0918,N,nominal,1.0NRT,288.7,2.7,N
25.71952,-100.29704,300.2,0.67,0.74,2019-10-18,0918,N,nominal,1.0NRT,288.3,1.1,N
25.71915,-100.30413,309.3,0.67,0.74,2019-10-18,0918,N,nominal,1.0NRT,288.7,1.1,N
25.71737,-100.29736,299.9,0.67,0.74,2019-10-18,0918,N,nominal,1.0NRT,288,1.1,N
25.69583,-100.29744,302.6,0.67,0.74,2019-10-18,0918,N,nominal,1.0NRT,288.6,0.9,N
25.58465,-99.93425,299.3,0.71,0.75,2019-10-18,0918,N,nominal,1.0NRT,287.7,3.2,N
26.0014,-108.77738,308.9,0.42,0.45,2019-10-18,0918,N,nominal,1.0NRT,292.3,0.9,N
17.62194,-105.8709,295.2,0.46,0.63,2019-10-18,0918,N,nominal,1.0NRT,283.9,3.5,N
7.24381,-63.56754,327.6,0.51,0.49,2019-10-18,1706,N,nominal,1.0NRT,293,6.2,D
7.18422,-66.45872,336.3,0.4,0.6,2019-10-18,1706,N,nominal,1.0NRT,289,2.8,D
7.18416,-66.45751,327.4,0.4,0.6,2019-10-18,1706,N,nominal,1.0NRT,289.1,3.5,D
7.45429,-65.5159,328.7,0.34,0.56,2019-10-18,1706,N,nominal,1.0NRT,282.2,2.3,D
8.08609,-61.88272,355.1,0.38,0.43,2019-10-18,1706,N,nominal,1.0NRT,287.7,13.4,D
7.45489,-65.51794,327.1,0.34,0.56,2019-10-18,1706,N,nominal,1.0NRT,283.1,1.7,D
8.43269,-61.53502,333.5,0.54,0.42,2019-10-18,1706,N,nominal,1.0NRT,288.8,48.9,D
8.43189,-61.53995,345.5,0.54,0.42,2019-10-18,1706,N,nominal,1.0NRT,296,48.9,D
7.93931,-65.19057,327.6,0.64,0.54,2019-10-18,1706,N,nominal,1.0NRT,267.8,5,D
8.49126,-62.21962,336.9,0.4,0.44,2019-10-18,1706,N,nominal,1.0NRT,288.7,3.2,D
8.55175,-62.13047,342.2,0.39,0.44,2019-10-18,1706,N,nominal,1.0NRT,292.3,4.1,D
8.34165,-64.52879,328.7,0.56,0.52,2019-10-18,1706,N,nominal,1.0NRT,294.3,1.6,D
8.68474,-63.1529,342.6,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,289.7,6.7,D
8.68904,-63.15364,340.8,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,288.1,6,D
8.55585,-64.13331,340.3,0.53,0.5,2019-10-18,1706,N,nominal,1.0NRT,282.9,4,D
8.55867,-64.13584,356.1,0.53,0.5,2019-10-18,1706,N,nominal,1.0NRT,286.4,12.4,D
8.24632,-66.33304,325.6,0.38,0.58,2019-10-18,1706,N,nominal,1.0NRT,290.4,3.2,D
8.33502,-65.86198,347.9,0.35,0.57,2019-10-18,1706,N,nominal,1.0NRT,287.6,7.3,D
8.33449,-65.86497,367,0.35,0.57,2019-10-18,1706,N,low,1.0NRT,289.6,7.3,D
8.34021,-65.86298,348.8,0.35,0.57,2019-10-18,1706,N,nominal,1.0NRT,287.8,4.9,D
8.33968,-65.86597,334.2,0.35,0.57,2019-10-18,1706,N,nominal,1.0NRT,287.2,4.9,D
8.33862,-65.872,334,0.35,0.57,2019-10-18,1706,N,nominal,1.0NRT,287,7.3,D
8.34075,-65.85989,367,0.35,0.57,2019-10-18,1706,N,low,1.0NRT,289.2,12.5,D
8.3818,-65.93423,332.1,0.35,0.57,2019-10-18,1706,N,nominal,1.0NRT,292.5,2.5,D
9.10101,-63.22082,337.1,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,294.9,7.9,D
8.59543,-66.56669,343.3,0.38,0.59,2019-10-18,1706,N,nominal,1.0NRT,283.5,6.7,D
9.24848,-63.41436,341.8,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,295.8,6.6,D
9.22526,-64.05684,329.5,0.51,0.49,2019-10-18,1706,N,nominal,1.0NRT,291.5,1.8,D
9.27433,-64.04494,339.8,0.51,0.49,2019-10-18,1706,N,nominal,1.0NRT,290.7,2.8,D
9.54281,-63.3993,330.8,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,295.6,2.3,D
9.37234,-64.51799,341.6,0.54,0.51,2019-10-18,1706,N,nominal,1.0NRT,295.5,32.4,D
9.37149,-64.52295,336.6,0.54,0.51,2019-10-18,1706,N,nominal,1.0NRT,293.5,23.9,D
9.52605,-63.65597,328.7,0.47,0.48,2019-10-18,1706,N,nominal,1.0NRT,297.5,2.5,D
9.5253,-63.66027,330.2,0.47,0.48,2019-10-18,1706,N,nominal,1.0NRT,296.9,2.5,D
9.37366,-64.52132,352.2,0.54,0.51,2019-10-18,1706,N,nominal,1.0NRT,296.3,66.1,D
9.37278,-64.52631,351.9,0.54,0.51,2019-10-18,1706,N,nominal,1.0NRT,296.8,66.1,D
9.56194,-63.63107,343,0.47,0.48,2019-10-18,1706,N,nominal,1.0NRT,297.4,5.1,D
9.64668,-63.52818,339,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,299.8,6.3,D
9.64316,-63.54925,331.9,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.2,4.9,D
9.64246,-63.55346,350.1,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,300.9,43.3,D
9.64815,-63.52666,344,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,299.8,6.9,D
9.643,-63.55608,344.6,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,306.6,51.5,D
9.64226,-63.56031,335.7,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.1,5.2,D
9.64152,-63.56454,332.9,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.4,5.2,D
9.65177,-63.53152,355.8,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,303.2,13.3,D
9.64589,-63.5652,336.1,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.9,8.4,D
9.64515,-63.56944,342.1,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,300.4,8,D
9.64441,-63.57368,341.2,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.1,8,D
9.65612,-63.53219,347.1,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,295.3,13.3,D
9.64878,-63.57434,332.4,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,290.5,8,D
9.62802,-63.6932,349.8,0.47,0.48,2019-10-18,1706,N,nominal,1.0NRT,304.4,61.7,D
9.72206,-63.20275,328.5,0.44,0.46,2019-10-18,1706,N,low,1.0NRT,301.9,8.5,D
9.67928,-63.47589,351.5,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,306.7,58.1,D
9.67567,-63.49675,332.8,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.1,2.1,D
9.70172,-63.52676,341.9,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.3,8.8,D
9.72664,-63.45889,338,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,296.1,6.5,D
9.72593,-63.46308,342.5,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.5,5.3,D
9.73096,-63.45959,344.4,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.8,6.5,D
9.73025,-63.46379,332.3,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.5,5.3,D
9.74021,-63.43119,335.7,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.4,4,D
9.73316,-63.47281,328.6,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,298.2,9.4,D
9.73245,-63.47703,340.1,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.3,9.4,D
9.73749,-63.47348,341.7,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,295,9.4,D
9.73678,-63.47772,337.4,0.46,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.3,9.4,D
9.77624,-63.26978,340.4,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,294.8,3.1,D
9.75468,-63.45051,335.9,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,299.6,4.6,D
9.78743,-63.33395,330.4,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,294.6,5.7,D
9.78966,-63.33415,339.3,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,295.2,6.6,D
9.85448,-63.34079,340.5,0.45,0.47,2019-10-18,1706,N,nominal,1.0NRT,297.7,4.7,D
9.97695,-63.18086,342.4,0.43,0.46,2019-10-18,1706,N,nominal,1.0NRT,296.8,5.2,D
10.05955,-63.12637,327.8,0.43,0.46,2019-10-18,1706,N,nominal,1.0NRT,295.3,3.7,D
10.30245,-63.35182,351.3,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,294.3,8.7,D
10.41552,-63.45384,332.5,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,292.5,18.2,D
10.41489,-63.45761,349.7,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,301,41.7,D
10.4131,-63.45718,342.3,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,295.1,21.6,D
10.41738,-63.45786,354.2,0.44,0.46,2019-10-18,1706,N,nominal,1.0NRT,294,21.6,D
10.4773,-63.18892,330.1,0.43,0.46,2019-10-18,1706,N,nominal,1.0NRT,295.9,2.7,D
10.67165,-62.98695,355.3,0.41,0.45,2019-10-18,1706,N,nominal,1.0NRT,298.6,18.1,D
11.73742,-70.20046,367,0.59,0.7,2019-10-18,1706,N,high,1.0NRT,290.6,53.8,D
